RegionID|RegionName|Coordinates
73123|Allerton, Hull, Massachusetts, United States of America|42.31024;-70.89106:42.30571;-70.89073:42.30394;-70.88648:42.30000;-70.88687:42.30128;-70.88061:42.30777;-70.88264:42.30925;-70.88137:42.31082;-70.88131
73196|Allston, Boston, Massachusetts, United States of America|42.35827;-71.14743:42.35482;-71.14318:42.34377;-71.14303:42.34316;-71.14153:42.35255;-71.12367:42.35041;-71.10666:42.35135;-71.10652:42.35506;-71.11749:42.36366;-71.11707:42.36819;-71.11868:42.36868;-71.12356:42.37222;-71.12691:42.37373;-71.12954:42.37257;-71.13299:42.36955;-71.13152:42.36424;-71.13983:42.36480;-71.14419
73776|Anacostia, Washington, District of Columbia, United States of America|38.86428;-76.99287:38.86770;-76.98943:38.86570;-76.97891:38.86417;-76.97559:38.85695;-76.98297:38.86053;-76.98854
74083|Anona, Largo, Florida, United States of America|27.89082;-82.84004:27.89116;-82.82006:27.90203;-82.82017:27.90226;-82.82296:27.89938;-82.82848:27.89922;-82.83442
74714|Arlington, Baltimore, Maryland, United States of America|39.35046;-76.68829:39.35237;-76.68433:39.35068;-76.68150:39.34908;-76.67588:39.34615;-76.68034:39.34451;-76.68226
75534|Auburndale, Newton, Massachusetts, United States of America|42.34177;-71.26173:42.34097;-71.26053:42.34135;-71.25851:42.34081;-71.25684:42.34230;-71.25533:42.33856;-71.25405:42.33625;-71.25632:42.33279;-71.25520:42.32965;-71.24993:42.33009;-71.24809:42.33345;-71.24521:42.33111;-71.23954:42.33847;-71.23383:42.33986;-71.23847:42.34316;-71.23645:42.34449;-71.23946:42.34716;-71.23448:42.34735;-71.23740:42.35138;-71.23869:42.35160;-71.24233:42.35579;-71.23620:42.35756;-71.23988:42.35518;-71.24500:42.35585;-71.24847:42.35604;-71.25173:42.35617;-71.25250:42.35484;-71.25358:42.35229;-71.25860:42.34903;-71.25868:42.34843;-71.26023:42.34418;-71.26126
75919|Azalea Park, Orlando, Florida, United States of America|28.54688;-81.31900:28.54232;-81.31891:28.54250;-81.31486:28.53939;-81.31487:28.53953;-81.29124:28.52521;-81.29401:28.52440;-81.29814:28.51870;-81.29784:28.51521;-81.28683:28.56801;-81.27958:28.56704;-81.29367:28.55664;-81.31076:28.54684;-81.31091
76704|Bard, Nevada, United States of America|35.99453;-115.24274:35.97981;-115.23073:35.97842;-115.22369:35.96925;-115.22086:35.95300;-115.19888:35.95065;-115.19785:35.94649;-115.20093:35.94012;-115.20229:35.93933;-115.21014:35.94479;-115.21955:35.94442;-115.22141:35.94266;-115.22366:35.92439;-115.22544:35.91650;-115.22212:35.91071;-115.21686:35.90642;-115.22066:35.88629;-115.23031:35.88050;-115.23105:35.88571;-115.22476:35.94482;-115.18248:35.96153;-115.18243:35.96130;-115.18473:35.96614;-115.18726:35.97219;-115.18409:35.97679;-115.18290:35.98766;-115.19665:35.98995;-115.20354:35.98759;-115.20498:35.98703;-115.20876:35.98370;-115.20893:35.98370;-115.21992:35.98829;-115.22266:35.98898;-115.22541:35.99870;-115.22523:35.99870;-115.24171
76811|Barnaby Woods, Washington, District of Columbia, United States of America|38.97585;-77.06611:38.97285;-77.06417:38.97277;-77.05298:38.97676;-77.05260:38.97808;-77.05559:38.97850;-77.05909:38.97823;-77.06301:38.97779;-77.06358
77439|Bayview, San Francisco, California, United States of America|37.73981;-122.40777:37.70792;-122.39481:37.70634;-122.36166:37.72776;-122.35477:37.75148;-122.36435:37.74930;-122.40366
77494|Bayonet Point, Florida, United States of America|28.30574;-82.70153:28.30574;-82.69123:28.30227;-82.69115:28.30204;-82.67887:28.31420;-82.66625:28.33959;-82.66574:28.34903;-82.67681:28.34684;-82.69904:28.31073;-82.69947
77543|Bayside, Hull, Massachusetts, United States of America|42.29469;-70.88750:42.29829;-70.87812:42.30110;-70.88061:42.29990;-70.88682
77649|Beacon Hill, Boston, Massachusetts, United States of America|42.35605;-71.07321:42.35534;-71.07289:42.35724;-71.06470:42.35769;-71.06319:42.35659;-71.06198:42.35804;-71.06047:42.35829;-71.06149:42.35921;-71.06156:42.36096;-71.06136:42.36123;-71.06270:42.36111;-71.07167
77863|Beaumont Place, Houston, Texas, United States of America|29.83245;-95.21085:29.82498;-95.20563:29.82563;-95.18665:29.83404;-95.18634:29.84260;-95.18646
78229|Bel Air, Los Angeles, California, United States of America|34.11843;-118.48182:34.11022;-118.48166:34.10455;-118.47780:34.09860;-118.47755:34.08175;-118.47392:34.07352;-118.46722:34.07676;-118.45352:34.07550;-118.45021:34.07354;-118.44898:34.07377;-118.44511:34.07690;-118.44436:34.08078;-118.43521:34.08282;-118.43465:34.10734;-118.44616:34.12586;-118.44505:34.12674;-118.44226:34.13018;-118.44239:34.13312;-118.45490:34.12995;-118.47016:34.12646;-118.47528
78552|Bellevue, Nashville, Tennessee, United States of America|36.04036;-87.03828:36.01717;-87.03085:36.01953;-87.01936:36.00981;-87.00185:36.02238;-86.97984:36.01062;-86.97021:36.04592;-86.93964:36.07532;-86.87188:36.08376;-86.86454:36.09455;-86.88419:36.12111;-86.90152:36.13530;-86.89859:36.13840;-86.92416:36.15347;-86.94096:36.19487;-86.94188:36.20467;-86.95036:36.21006;-86.98736:36.19522;-87.01604:36.17787;-86.98670:36.15855;-86.97832:36.14927;-86.99196:36.12059;-86.97701:36.12022;-86.96632:36.09576;-86.98614:36.10703;-86.99077:36.09306;-87.02097:36.07949;-87.03522
78782|Ben Hill, Atlanta, Georgia, United States of America|33.67668;-84.53587:33.67300;-84.53566:33.67268;-84.52519:33.65696;-84.52518:33.65689;-84.52174:33.65621;-84.52170:33.65667;-84.51771:33.66478;-84.51908:33.66614;-84.51625:33.67014;-84.51496:33.66950;-84.51253:33.67310;-84.51133:33.67325;-84.51321:33.67364;-84.51609:33.67789;-84.51476:33.68028;-84.51308:33.68021;-84.51583:33.67889;-84.51807:33.67946;-84.51948:33.67832;-84.52103:33.67825;-84.52918:33.68053;-84.52892:33.68053;-84.53270:33.67714;-84.53188:33.67657;-84.53291:33.67578;-84.53162:33.67475;-84.53133:33.67446;-84.53275
79594|Beverly Woods, Charlotte, North Carolina, United States of America|35.11815;-80.85548:35.11759;-80.85102:35.12012;-80.84673:35.11829;-80.83858:35.11998;-80.83154:35.12616;-80.83351:35.13142;-80.83849:35.13830;-80.83909:35.14279;-80.83368:35.14841;-80.83034:35.15114;-80.83755:35.15128;-80.84235:35.14041;-80.84707:35.13732;-80.85316:35.12574;-80.85480:35.12215;-80.85419
82198|Bracken, Las Vegas, Nevada, United States of America|36.18855;-115.11611:36.18105;-115.11607:36.18103;-115.11210:36.18228;-115.11210:36.18226;-115.11311:36.18486;-115.11313:36.18475;-115.11143:36.18501;-115.11086:36.18562;-115.11118:36.18844;-115.11124
82999|Brightwood Park, Washington, District of Columbia, United States of America|38.95829;-77.02845:38.95193;-77.02744:38.94975;-77.02721:38.95018;-77.01412:38.95524;-77.01031:38.96121;-77.02832
83386|Brookhaven, Raleigh, North Carolina, United States of America|35.85963;-78.69798:35.85243;-78.69634:35.85188;-78.68982:35.84592;-78.68797:35.84370;-78.68068:35.85228;-78.68282:35.85333;-78.68737:35.86182;-78.68789:35.86678;-78.68724:35.86819;-78.68325:35.87297;-78.68295:35.87281;-78.68913:35.87198;-78.69183:35.86906;-78.69514:35.86297;-78.69497
83397|Brookland, Washington, District of Columbia, United States of America|38.92103;-76.99628:38.92468;-76.98543:38.93124;-76.97166:38.94071;-76.98140:38.94073;-76.98792:38.93724;-76.99196:38.93525;-76.99287:38.93372;-76.99477:38.93235;-76.99421:38.92559;-76.99430
84112|Buckingham, Richardson, Texas, United States of America|32.93837;-96.73663:32.93846;-96.71620:32.92652;-96.71648:32.92678;-96.73714
84523|Bunker Hill Village, Houston, Texas, United States of America|29.76639;-95.54787:29.77323;-95.54491:29.77307;-95.52247:29.75138;-95.52296:29.74985;-95.53699:29.75933;-95.54771
86415|Capitol View, Washington, District of Columbia, United States of America|38.88984;-76.93090:38.88666;-76.92403:38.88575;-76.91856:38.88975;-76.91332
86770|Carol City, Miami Gardens, Florida, United States of America|25.94520;-80.26546:25.93568;-80.26521:25.93590;-80.24486:25.95530;-80.24560:25.95442;-80.26546
87015|Carthage, Cincinnati, Ohio, United States of America|39.20757;-84.50264:39.20463;-84.49870:39.20015;-84.49922:39.19526;-84.49357:39.18964;-84.48080:39.20338;-84.46609:39.20960;-84.48323:39.21197;-84.50195
87126|Cascade Heights, Atlanta, Georgia, United States of America|33.71920;-84.50223:33.71809;-84.50193:33.71731;-84.49910:33.71567;-84.49665:33.71681;-84.49364:33.71656;-84.49201:33.71452;-84.48944:33.71445;-84.48854:33.71592;-84.48596:33.71767;-84.48515:33.71767;-84.48369:33.71681;-84.48331:33.71320;-84.47931:33.71256;-84.47927:33.71252;-84.47468:33.71174;-84.47476:33.71170;-84.47000:33.71306;-84.46863:33.71538;-84.46854:33.71681;-84.46918:33.72063;-84.46923:33.72116;-84.46665:33.72238;-84.46330:33.72366;-84.46906:33.72523;-84.47051:33.72427;-84.47215:33.72009;-84.47223:33.71973;-84.47386:33.72016;-84.47566:33.71995;-84.47652:33.72238;-84.47656:33.72245;-84.48450:33.72323;-84.48446:33.72466;-84.48558:33.72766;-84.48549:33.72759;-84.48322:33.72959;-84.48141:33.73034;-84.48266:33.73169;-84.48408:33.73183;-84.48601:33.73291;-84.48884:33.72916;-84.48927:33.72738;-84.48833:33.72391;-84.48768:33.72281;-84.48807:33.71984;-84.48820:33.72005;-84.49043:33.72131;-84.49570:33.71906;-84.49592
88542|Charlestown, Boston, Massachusetts, United States of America|42.38394;-71.07355:42.37357;-71.06724:42.37072;-71.06132:42.36825;-71.05934:42.36945;-71.05750:42.37050;-71.05170:42.37113;-71.04930:42.37617;-71.04646:42.38267;-71.04569:42.38467;-71.04775:42.38629;-71.06651:42.38853;-71.07136:42.38692;-71.07239
89737|Clair-Mel City, Tampa, Florida, United States of America|27.94797;-82.38590:27.92326;-82.38548:27.92294;-82.36408:27.94067;-82.36451:27.94851;-82.36604
89774|Clarcona, Florida, United States of America|28.63047;-81.50750:28.61239;-81.50723:28.61262;-81.49619:28.62151;-81.49567:28.63041;-81.49593
90347|Cleveland Park, Washington, District of Columbia, United States of America|38.93832;-77.07431:38.93449;-77.07245:38.93210;-77.07256:38.93019;-77.05943:38.93271;-77.05675:38.93504;-77.04859:38.93588;-77.04782:38.93702;-77.04795:38.93726;-77.04843:38.93718;-77.05021:38.93750;-77.05149:38.93785;-77.05194:38.93836;-77.05199:38.93964;-77.05161:38.94096;-77.05312:38.94059;-77.05514:38.94095;-77.05643:38.94096;-77.06213:38.94049;-77.06413:38.94049;-77.06616:38.94073;-77.06785:38.93915;-77.06673:38.93911;-77.07078
90672|Cloverleaf, Houston, Texas, United States of America|29.79181;-95.18696:29.79176;-95.18300:29.77054;-95.18223:29.77105;-95.16065:29.77452;-95.15649:29.77780;-95.15822:29.78348;-95.15857:29.79699;-95.16314:29.80859;-95.16310:29.80595;-95.18182
91883|Coney Island, Brooklyn, New York, United States of America|40.58253;-73.93239:40.57410;-73.93073:40.56902;-74.00694:40.58093;-74.01611
92802|Cotswold, Charlotte, North Carolina, United States of America|35.17492;-80.81416:35.17126;-80.80847:35.17571;-80.79803:35.17913;-80.78945:35.17652;-80.78230:35.18085;-80.77723:35.18222;-80.77701:35.19270;-80.79176:35.18924;-80.79437:35.18326;-80.79994:35.18146;-80.80526
93744|Waipio, Waipahu, Hawaii, United States of America|21.42295;-158.00768:21.40107;-157.99313:21.39480;-157.98970:21.39543;-157.98674:21.41203;-157.98976:21.41749;-157.99356:21.42870;-157.99609:21.42802;-158.00047
97469|Dorchester, Boston, Massachusetts, United States of America|42.29395;-71.07999:42.29248;-71.07930:42.28807;-71.07754:42.28740;-71.07818:42.27826;-71.07475:42.27820;-71.07260:42.27613;-71.07178:42.27502;-71.07217:42.27382;-71.06990:42.27398;-71.06732:42.27108;-71.06797:42.27140;-71.06638:42.27048;-71.06488:42.26832;-71.06470:42.26715;-71.06226:42.27229;-71.05359:42.27398;-71.05501:42.27597;-71.05573:42.27772;-71.05299:42.27794;-71.04896:42.27652;-71.04595:42.27686;-71.04372:42.27871;-71.04192:42.28372;-71.04050:42.28750;-71.03664:42.29071;-71.03711:42.29328;-71.03917:42.29404;-71.04213:42.29937;-71.04308:42.30242;-71.04291:42.30334;-71.04531:42.30452;-71.04621:42.30839;-71.04432:42.30981;-71.03707:42.31318;-71.03196:42.31676;-71.03243:42.32280;-71.04333:42.32336;-71.04587:42.32327;-71.04891:42.32197;-71.04984:42.32092;-71.05136:42.32133;-71.05372:42.32375;-71.05514:42.33552;-71.06539:42.33498;-71.06835:42.33253;-71.07175:42.32644;-71.06621:42.32340;-71.06745:42.31651;-71.06917:42.30817;-71.07333:42.30836;-71.07410:42.30687;-71.07509:42.30397;-71.07865:42.30337;-71.07844:42.30099;-71.07964:42.29944;-71.07973:42.29414;-71.07865
98520|Dunning, Chicago, Illinois, United States of America|41.95936;-87.83661:41.94474;-87.83652:41.94487;-87.83515:41.93798;-87.83498:41.93792;-87.81652:41.93421;-87.81627:41.93421;-87.80622:41.93798;-87.80614:41.93836;-87.77592:41.95304;-87.77653:41.95298;-87.78665:41.96025;-87.78665:41.96000;-87.79412:41.95406;-87.80717:41.95260;-87.80700:41.95196;-87.83154:41.95585;-87.83163:41.95943;-87.83241
99046|East Atlanta, Atlanta, Georgia, United States of America|33.74509;-84.34915:33.74496;-84.33628:33.74019;-84.32943:33.73094;-84.32977:33.72602;-84.32291:33.72365;-84.32752:33.71960;-84.33029:33.72857;-84.33422:33.73283;-84.33951:33.73319;-84.34932
99089|East Boston, Boston, Massachusetts, United States of America|42.37104;-71.04582:42.36435;-71.04286:42.36064;-71.03441:42.36203;-71.03046:42.36311;-71.02673:42.35943;-71.01698:42.35604;-71.01179:42.34840;-71.01270:42.34602;-71.00827:42.34643;-71.00394:42.35185;-70.98930:42.35696;-70.98450:42.36245;-70.98708:42.36914;-71.00089:42.37700;-70.99737:42.37779;-70.99815:42.37960;-71.00626:42.38137;-71.01012:42.38391;-71.00853:42.38308;-71.00240:42.38052;-70.99772:42.38096;-70.99535:42.38185;-70.99441:42.38451;-70.99450:42.38552;-70.99411:42.38683;-70.98969:42.38670;-70.98775:42.38730;-70.98634:42.38942;-70.98759:42.39120;-70.98716:42.39253;-70.98724:42.39345;-70.98952:42.39281;-70.99235:42.39326;-70.99450:42.39687;-70.99815:42.39849;-70.99965:42.39865;-71.00364:42.39652;-71.00655:42.39649;-71.00896:42.39703;-71.01257:42.38695;-71.01989:42.38366;-71.02769:42.38537;-71.03928:42.38207;-71.04355:42.37506;-71.04355
99412|East Lake, Georgia, United States of America|33.74729;-84.31126:33.74722;-84.30954:33.74518;-84.30967:33.74497;-84.29517:33.73954;-84.29529:33.73901;-84.29396:33.73865;-84.28804:33.74472;-84.29100:33.74475;-84.28902:33.74707;-84.28928:33.74707;-84.29057:33.74943;-84.29061:33.75311;-84.29066:33.75335;-84.29198:33.75346;-84.29576:33.75425;-84.29697:33.75485;-84.30341:33.75349;-84.30400:33.75353;-84.30516:33.75235;-84.30512:33.75232;-84.31121
101911|Englewood, Chicago, Illinois, United States of America|41.79411;-87.65485:41.75776;-87.65398:41.75798;-87.64427:41.75599;-87.64431:41.75616;-87.64132:41.76362;-87.63541:41.77949;-87.63108:41.79461;-87.63040
102962|Fairfax, Kansas City, Kansas, United States of America|39.15174;-94.63140:39.13018;-94.63140:39.13008;-94.60758:39.15180;-94.60744
102984|Fairfield, Baltimore, Maryland, United States of America|39.24926;-76.58415:39.23872;-76.55453:39.22467;-76.56017:39.22536;-76.57731:39.23169;-76.58064:39.24573;-76.59809
105667|Foster Village, Honolulu, Hawaii, United States of America|21.36733;-157.92989:21.36528;-157.92918:21.34844;-157.92387:21.34332;-157.91342:21.34488;-157.89899:21.35184;-157.89600:21.36831;-157.90500:21.36969;-157.92061:21.37018;-157.92516:21.36952;-157.92830
106495|Friendship Heights, Washington, District of Columbia, United States of America|38.95639;-77.09111:38.95103;-77.08360:38.95103;-77.08073:38.95088;-77.08013:38.95427;-77.07922:38.95482;-77.07919:38.95691;-77.07985:38.95705;-77.08025:38.96086;-77.08025:38.96499;-77.08034:38.96076;-77.08569
107233|Garden Oaks, Houston, Texas, United States of America|29.83830;-95.41074:29.81392;-95.41050:29.81328;-95.43288:29.80961;-95.44133:29.81463;-95.44414:29.81478;-95.45921:29.81093;-95.45891:29.83645;-95.48627:29.85100;-95.48649:29.84587;-95.45870:29.84118;-95.45751
107338|Garfield Heights, Washington, District of Columbia, United States of America|38.85120;-76.97271:38.84978;-76.97015:38.84908;-76.96592:38.85165;-76.96238:38.85464;-76.96555:38.85695;-76.96725:38.85872;-76.96832:38.85675;-76.96993:38.85295;-76.96987
107820|Georgetown, Washington, District of Columbia, United States of America|38.91267;-77.07936:38.90466;-77.07867:38.90256;-77.06773:38.90065;-77.05930:38.90519;-77.05576:38.90541;-77.05526:38.90775;-77.05415:38.90863;-77.05322:38.90878;-77.05277:38.90882;-77.05209:38.90877;-77.05146:38.90885;-77.05095:38.90907;-77.05043:38.90947;-77.05006:38.90992;-77.05013:38.91055;-77.05101:38.91130;-77.05167:38.91197;-77.05251:38.91222;-77.05328:38.91279;-77.05487:38.91446;-77.05714:38.91538;-77.05848:38.91633;-77.05891:38.91705;-77.05872:38.91775;-77.05830:38.91838;-77.05917:38.91847;-77.06741:38.91735;-77.06680:38.91658;-77.06844:38.91771;-77.06921:38.91772;-77.06940:38.91267;-77.06924
110764|Greenshores, Austin, Texas, United States of America|30.32487;-97.83892:30.32516;-97.83219:30.33181;-97.82426:30.35325;-97.80618:30.35848;-97.81686
111752|Haight-Ashbury, San Francisco, California, United States of America|37.77106;-122.45396:37.76628;-122.45300:37.76750;-122.44394:37.76603;-122.44289:37.76591;-122.44209:37.76671;-122.44092:37.76765;-122.44018:37.76902;-122.43836:37.76896;-122.43569:37.77020;-122.43672:37.77417;-122.43775:37.77366;-122.44087:37.77280;-122.44082
112757|Harlem, New York, New York, United States of America|40.82038;-73.96214:40.81554;-73.95829:40.81336;-73.95955:40.81245;-73.95675:40.81109;-73.95758:40.80941;-73.95367:40.80254;-73.95866:40.79812;-73.94807:40.80302;-73.94443:40.80250;-73.94297:40.80497;-73.94118:40.80566;-73.94279:40.81829;-73.93356:40.82804;-73.93407:40.83484;-73.95213
117543|Hunters Point, San Francisco, California, United States of America|37.74001;-122.38837:37.73726;-122.38390:37.73047;-122.38268:37.72619;-122.37719:37.72069;-122.37766:37.71339;-122.36267:37.72812;-122.35364:37.74859;-122.37038:37.74734;-122.38693
117842|Hyde Park, Chicago, Illinois, United States of America|41.80221;-87.60632:41.78568;-87.60622:41.78625;-87.57696:41.78863;-87.57568:41.79276;-87.57822:41.79422;-87.57761:41.79485;-87.57502:41.79683;-87.57441:41.80247;-87.57967
117843|Hyde Park, Boston, Massachusetts, United States of America|42.25330;-71.14547:42.23640;-71.14221:42.22772;-71.13071:42.23446;-71.12281:42.23529;-71.12277:42.23913;-71.12629:42.24863;-71.10891:42.25498;-71.10994:42.25873;-71.11333:42.26067;-71.11166:42.26124;-71.10925:42.26070;-71.10736:42.26080;-71.10517:42.25962;-71.10324:42.26270;-71.09848:42.26480;-71.09998:42.26518;-71.09925:42.27432;-71.10899:42.27883;-71.11681:42.27807;-71.12037:42.27477;-71.12144:42.27375;-71.12114:42.27366;-71.12354:42.27591;-71.12560:42.27410;-71.12805:42.27290;-71.13080:42.27432;-71.13342:42.26978;-71.13213:42.26683;-71.13036:42.26423;-71.12698:42.26350;-71.12732:42.26194;-71.12663:42.25768;-71.12933:42.25781;-71.13157:42.26096;-71.13603:42.26210;-71.13586:42.26839;-71.13998:42.27394;-71.13998:42.27407;-71.14071:42.27191;-71.14419:42.26988;-71.14539:42.26667;-71.14491:42.26394;-71.14140:42.26048;-71.14153:42.25848;-71.14032:42.25749;-71.14204:42.25447;-71.14350
118359|Ingleside, San Francisco, California, United States of America|37.71824;-122.46239:37.71819;-122.45410:37.71553;-122.44920:37.71825;-122.44775:37.72115;-122.44800:37.72294;-122.45180:37.72527;-122.46229
118372|Inglewood, Nashville, Tennessee, United States of America|36.23486;-86.72557:36.23663;-86.71311:36.21751;-86.70701:36.20155;-86.69748:36.19386;-86.70603:36.19229;-86.74461:36.22185;-86.72557
118373|Inglewood, Sammamish, Washington, United States of America|47.60979;-122.07391:47.60930;-122.05171:47.61973;-122.04912:47.63166;-122.05151:47.63188;-122.07344
119165|Jamaica Plain, Boston, Massachusetts, United States of America|42.30194;-71.13968:42.30121;-71.13706:42.30175;-71.13461:42.30131;-71.13101:42.30014;-71.12779:42.29820;-71.12972:42.29658;-71.12917:42.29560;-71.12191:42.29982;-71.11977:42.30026;-71.11697:42.30153;-71.11427:42.30125;-71.10917:42.30058;-71.10745:42.30366;-71.10342:42.30579;-71.10286:42.30677;-71.10028:42.30906;-71.09904:42.30969;-71.09792:42.31181;-71.09775:42.31343;-71.10049:42.31438;-71.09956:42.31753;-71.10196:42.31826;-71.10127:42.31931;-71.10290:42.32264;-71.10007:42.32486;-71.09882:42.32543;-71.09977:42.32644;-71.09946:42.32610;-71.10582:42.32876;-71.11037:42.33193;-71.11192:42.33168;-71.11298:42.33051;-71.11329:42.32238;-71.11707:42.32295;-71.12183
